"COD_MUN_IBGE","SIGLA_PARTIDO","DESCRICAO_SEXO","DESCRICAO_GRAU_INSTRUCAO"
"260670","PSB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"260570","PRP","MASCULINO","SUPERIOR COMPLETO"
"330250","PPS","MASCULINO","SUPERIOR INCOMPLETO"
"260940","PTB","MASCULINO","SUPERIOR COMPLETO"
"261550","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"260860","PSB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"260750","PTB","FEMININO","SUPERIOR COMPLETO"
"261250","PSDB","MASCULINO","SUPERIOR COMPLETO"
"260200","DEM","MASCULINO","SUPERIOR COMPLETO"
"260510","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"330414","PMDB","MASCULINO","SUPERIOR COMPLETO"
"260970","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"260900","DEM","MASCULINO","SUPERIOR COMPLETO"
"261153","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"261280","PR","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"330090","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"330140","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"330350","PR","MASCULINO","SUPERIOR COMPLETO"
"260110","PSL","MASCULINO","SUPERIOR COMPLETO"
"260515","PSB","MASCULINO","SUPERIOR COMPLETO"
"260470","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"260540","PSD","MASCULINO","SUPERIOR COMPLETO"
"260580","PSB","FEMININO","SUPERIOR COMPLETO"
"260590","PSB","FEMININO","ENSINO MÉDIO COMPLETO"
"330240","PMDB","MASCULINO","SUPERIOR COMPLETO"
"330285","PSDB","MASCULINO","SUPERIOR INCOMPLETO"
"261140","PDT","FEMININO","ENSINO MÉDIO COMPLETO"
"260105","PDT","MASCULINO","SUPERIOR COMPLETO"
"260700","PR","MASCULINO","SUPERIOR COMPLETO"
"330310","PEN","MASCULINO","ENSINO MÉDIO COMPLETO"
"261630","PSDB","MASCULINO","SUPERIOR COMPLETO"
"261245","PR","FEMININO","ENSINO MÉDIO COMPLETO"
"261420","PSB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"260070","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"260850","PSB","FEMININO","SUPERIOR COMPLETO"
"330630","PV","MASCULINO","SUPERIOR COMPLETO"
"261350","PHS","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"261410","PSB","MASCULINO","SUPERIOR COMPLETO"
"260370","PSD","MASCULINO","SUPERIOR COMPLETO"
"260270","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"260140","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"260990","PSDB","MASCULINO","SUPERIOR INCOMPLETO"
"260310","PSB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"261500","PR","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"260620","PMDB","MASCULINO","SUPERIOR COMPLETO"
"261570","PR","MASCULINO","SUPERIOR COMPLETO"
"330411","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"330070","PMDB","MASCULINO","SUPERIOR COMPLETO"
"330570","PTB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"261540","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"260180","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"260775","PSD","MASCULINO","SUPERIOR COMPLETO"
"261160","PSB","MASCULINO","SUPERIOR COMPLETO"
"260870","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"330555","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"260330","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"260100","PSB","MASCULINO","SUPERIOR COMPLETO"
"330290","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"330260","PPS","MASCULINO","ENSINO MÉDIO COMPLETO"
"260050","PT","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"330300","PP","MASCULINO","SUPERIOR COMPLETO"
"260392","PR","MASCULINO","SUPERIOR COMPLETO"
"261060","PSD","MASCULINO","SUPERIOR COMPLETO"
"260730","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"260415","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"260350","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"261460","PTB","MASCULINO","SUPERIOR COMPLETO"
"260340","PT","FEMININO","ENSINO MÉDIO COMPLETO"
"260240","PSB","FEMININO","SUPERIOR COMPLETO"
"260210","PSB","MASCULINO","SUPERIOR COMPLETO"
"260845","PSDB","FEMININO","SUPERIOR COMPLETO"
"330010","PMDB","MASCULINO","SUPERIOR COMPLETO"
"330160","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"330220","PR","MASCULINO","SUPERIOR COMPLETO"
"330020","PDT","FEMININO","SUPERIOR COMPLETO"
"260400","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"260840","PR","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"260430","PR","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"260260","PSD","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"261590","PTB","MASCULINO","SUPERIOR COMPLETO"
"260410","PSDB","FEMININO","SUPERIOR COMPLETO"
"261100","PR","MASCULINO","SUPERIOR COMPLETO"
"261480","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"260880","PSD","MASCULINO","SUPERIOR COMPLETO"
"260550","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"260060","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"260190","PSB","MASCULINO","SUPERIOR COMPLETO"
"260010","PSB","MASCULINO","SUPERIOR COMPLETO"
"260765","PDT","FEMININO","SUPERIOR COMPLETO"
"261270","PSB","MASCULINO","SUPERIOR COMPLETO"
"261370","PTB","MASCULINO","SUPERIOR COMPLETO"
"261650","PSB","MASCULINO","SUPERIOR COMPLETO"
"220105","PSD","MASCULINO","LÊ E ESCREVE"
"261120","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"261230","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"260520","PSB","MASCULINO","SUPERIOR COMPLETO"
"260600","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"261640","PSB","MASCULINO","SUPERIOR COMPLETO"
"261190","PSB","FEMININO","SUPERIOR COMPLETO"
"261030","PSB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"260710","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"260790","PR","MASCULINO","SUPERIOR INCOMPLETO"
"260680","PTB","MASCULINO","SUPERIOR INCOMPLETO"
"260160","PSD","MASCULINO","SUPERIOR COMPLETO"
"261170","PSB","MASCULINO","SUPERIOR COMPLETO"
"260830","DEM","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"261050","PP","FEMININO","ENSINO MÉDIO COMPLETO"
"260610","PR","FEMININO","SUPERIOR COMPLETO"
"261010","PSB","MASCULINO","SUPERIOR COMPLETO"
"260080","PSB","MASCULINO","SUPERIOR COMPLETO"
"260345","PTB","MASCULINO","SUPERIOR COMPLETO"
"260230","PSB","MASCULINO","SUPERIOR INCOMPLETO"
"260480","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"330080","PSB","MASCULINO","SUPERIOR INCOMPLETO"
"260720","PTB","FEMININO","ENSINO MÉDIO COMPLETO"
"261000","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"260920","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"261530","PSDB","MASCULINO","SUPERIOR INCOMPLETO"
"260650","PSB","MASCULINO","SUPERIOR COMPLETO"
"261485","PSB","MASCULINO","SUPERIOR INCOMPLETO"
"260320","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"261210","PMDB","MASCULINO","SUPERIOR COMPLETO"
"260980","PT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"260800","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"260040","PSB","MASCULINO","SUPERIOR COMPLETO"
"261310","PSDB","MASCULINO","SUPERIOR COMPLETO"
"220990","PPS","MASCULINO","SUPERIOR COMPLETO"
"220050","PP","MASCULINO","SUPERIOR COMPLETO"
"330045","PMDB","MASCULINO","SUPERIOR COMPLETO"
"330115","PP","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"330060","PR","MASCULINO","SUPERIOR COMPLETO"
"330100","PPS","MASCULINO","SUPERIOR COMPLETO"
"330460","DEM","MASCULINO","SUPERIOR COMPLETO"
"220120","PTB","MASCULINO","SUPERIOR COMPLETO"
"220277","PP","FEMININO","SUPERIOR COMPLETO"
"220025","PT","MASCULINO","SUPERIOR INCOMPLETO"
"220240","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"261220","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"261040","PSB","MASCULINO","SUPERIOR COMPLETO"
"260875","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"261510","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"261320","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"260130","SD","MASCULINO","SUPERIOR COMPLETO"
"260280","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"260170","PTB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"261580","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"260915","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"261290","PR","MASCULINO","SUPERIOR COMPLETO"
"260690","PSB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"260440","PSB","MASCULINO","SUPERIOR COMPLETO"
"261255","PMN","MASCULINO","SUPERIOR COMPLETO"
"261130","PSB","MASCULINO","SUPERIOR COMPLETO"
"260450","PR","MASCULINO","SUPERIOR INCOMPLETO"
"260150","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"260020","PMDB","MASCULINO","SUPERIOR COMPLETO"
"260120","PSB","FEMININO","SUPERIOR COMPLETO"
"261470","PT","MASCULINO","SUPERIOR COMPLETO"
"261240","PSB","MASCULINO","SUPERIOR COMPLETO"
"260250","PSB","FEMININO","SUPERIOR COMPLETO"
"260740","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"260770","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"260290","PSB","MASCULINO","SUPERIOR INCOMPLETO"
"260810","PSD","FEMININO","SUPERIOR COMPLETO"
"261430","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"260360","PSB","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"220900","PP","MASCULINO","SUPERIOR COMPLETO"
"221035","PP","FEMININO","SUPERIOR COMPLETO"
"220550","PP","MASCULINO","SUPERIOR INCOMPLETO"
"330190","PMB","MASCULINO","SUPERIOR COMPLETO"
"220885","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"330455","PRB","MASCULINO","SUPERIOR COMPLETO"
"220910","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220005","PSD","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220490","PMDB","MASCULINO","SUPERIOR COMPLETO"
"330110","PP","MASCULINO","SUPERIOR COMPLETO"
"330490","PPS","MASCULINO","SUPERIOR COMPLETO"
"330620","PPS","MASCULINO","SUPERIOR COMPLETO"
"220777","PSB","MASCULINO","SUPERIOR COMPLETO"
"330513","PP","MASCULINO","SUPERIOR COMPLETO"
"330475","PSB","FEMININO","SUPERIOR INCOMPLETO"
"330615","PSD","MASCULINO","SUPERIOR COMPLETO"
"220260","PT","MASCULINO","SUPERIOR COMPLETO"
"220980","PSB","MASCULINO","SUPERIOR COMPLETO"
"220955","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220680","PT","MASCULINO","LÊ E ESCREVE"
"330022","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220455","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"220400","PSB","MASCULINO","SUPERIOR COMPLETO"
"220225","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"330150","PPS","MASCULINO","SUPERIOR COMPLETO"
"330412","PMDB","MASCULINO","SUPERIOR COMPLETO"
"330450","PPS","MASCULINO","ENSINO MÉDIO COMPLETO"
"221097","PT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"220191","PSDC","MASCULINO","SUPERIOR COMPLETO"
"220585","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"221150","PSD","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220140","PSB","MASCULINO","SUPERIOR COMPLETO"
"330540","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"330410","PP","MASCULINO","SUPERIOR INCOMPLETO"
"330210","PMDB","MASCULINO","SUPERIOR COMPLETO"
"330330","PV","MASCULINO","SUPERIOR COMPLETO"
"220970","PSDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220870","PHS","MASCULINO","SUPERIOR COMPLETO"
"330187","PP","FEMININO","SUPERIOR COMPLETO"
"330200","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"330093","PP","FEMININO","SUPERIOR COMPLETO"
"220630","PSD","MASCULINO","SUPERIOR INCOMPLETO"
"330030","PRB","MASCULINO","SUPERIOR INCOMPLETO"
"220860","PTN","MASCULINO","SUPERIOR COMPLETO"
"330180","PHS","MASCULINO","ENSINO MÉDIO COMPLETO"
"170560","PSD","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220795","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"220527","PT","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"220173","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"220095","PTB","MASCULINO","SUPERIOR COMPLETO"
"220915","PR","MASCULINO","SUPERIOR COMPLETO"
"220635","PT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"220554","PTB","MASCULINO","SUPERIOR COMPLETO"
"220940","PP","MASCULINO","SUPERIOR COMPLETO"
"220950","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220390","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"220020","PSD","MASCULINO","SUPERIOR COMPLETO"
"220945","PSD","MASCULINO","SUPERIOR COMPLETO"
"220510","PTB","MASCULINO","LÊ E ESCREVE"
"220200","PTB","MASCULINO","SUPERIOR COMPLETO"
"220710","PSB","MASCULINO","SUPERIOR COMPLETO"
"220157","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220793","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220415","PSB","MASCULINO","SUPERIOR INCOMPLETO"
"220180","PSB","MASCULINO","SUPERIOR COMPLETO"
"220551","PSD","MASCULINO","SUPERIOR COMPLETO"
"170825","SD","MASCULINO","ENSINO MÉDIO COMPLETO"
"220500","PDT","MASCULINO","SUPERIOR COMPLETO"
"220273","PT","MASCULINO","SUPERIOR COMPLETO"
"221090","PMDB","MASCULINO","SUPERIOR COMPLETO"
"220810","PTB","MASCULINO","SUPERIOR COMPLETO"
"220090","PTB","MASCULINO","SUPERIOR COMPLETO"
"221093","PP","MASCULINO","SUPERIOR COMPLETO"
"220755","PMDB","MASCULINO","SUPERIOR COMPLETO"
"220960","PP","MASCULINO","SUPERIOR INCOMPLETO"
"220410","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"170320","PMDB","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO"
"220040","PT","FEMININO","SUPERIOR COMPLETO"
"220775","PP","MASCULINO","SUPERIOR COMPLETO"
"220735","PR","FEMININO","ENSINO MÉDIO COMPLETO"
"220600","PT","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220672","PT","MASCULINO","SUPERIOR COMPLETO"
"220202","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"220555","PMDB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"220342","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220370","PT","FEMININO","SUPERIOR COMPLETO"
"220520","PSD","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220865","PP","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"170650","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220190","PSDB","MASCULINO","SUPERIOR COMPLETO"
"220198","PTC","MASCULINO","LÊ E ESCREVE"
"221065","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"220207","PT","MASCULINO","SUPERIOR COMPLETO"
"220887","PRTB","MASCULINO","SUPERIOR COMPLETO"
"220323","PSB","MASCULINO","SUPERIOR COMPLETO"
"220665","PRTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220194","PT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"221100","PSDB","MASCULINO","SUPERIOR COMPLETO"
"220880","PR","MASCULINO","SUPERIOR COMPLETO"
"220820","PSB","FEMININO","SUPERIOR COMPLETO"
"221060","PP","FEMININO","SUPERIOR INCOMPLETO"
"170070","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"220217","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220385","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220325","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220965","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"221095","PTB","FEMININO","ENSINO MÉDIO COMPLETO"
"220220","PT","MASCULINO","SUPERIOR COMPLETO"
"221039","PSD","MASCULINO","SUPERIOR COMPLETO"
"220272","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"220937","PT","MASCULINO","SUPERIOR COMPLETO"
"221020","PSD","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220060","PR","FEMININO","SUPERIOR COMPLETO"
"220640","PSD","MASCULINO","SUPERIOR COMPLETO"
"171830","PMDB","MASCULINO","SUPERIOR COMPLETO"
"220327","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220245","PROS","FEMININO","SUPERIOR COMPLETO"
"220250","PSB","MASCULINO","SUPERIOR COMPLETO"
"221037","PSB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220177","PSD","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220210","PRTB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220750","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"221080","PSD","MASCULINO","SUPERIOR COMPLETO"
"220890","PT","MASCULINO","SUPERIOR COMPLETO"
"220525","PT","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220196","PSD","FEMININO","ENSINO MÉDIO COMPLETO"
"220380","PTB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220620","PT","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"171650","PDT","MASCULINO","SUPERIOR COMPLETO"
"221120","PROS","MASCULINO","SUPERIOR COMPLETO"
"220670","PR","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220556","PDT","MASCULINO","ENSINO MÉDIO COMPLETO"
"220115","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220930","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220100","PDT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"221038","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220480","PP","MASCULINO","SUPERIOR COMPLETO"
"220430","PMDB","FEMININO","SUPERIOR COMPLETO"
"220840","PMDB","MASCULINO","SUPERIOR COMPLETO"
"220790","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"220570","PSB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"220595","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"220265","PMDB","MASCULINO","SUPERIOR COMPLETO"
"220660","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220435","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220667","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"220209","PSB","MASCULINO","SUPERIOR COMPLETO"
"220030","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"221005","PT","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220270","PSDB","MASCULINO","SUPERIOR COMPLETO"
"220360","PSD","MASCULINO","SUPERIOR COMPLETO"
"220450","PSD","FEMININO","ENSINO MÉDIO COMPLETO"
"221062","PTB","MASCULINO","SUPERIOR COMPLETO"
"220997","PT","FEMININO","SUPERIOR COMPLETO"
"220045","PMDB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220213","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220340","PDT","MASCULINO","SUPERIOR COMPLETO"
"220330","PMDB","MASCULINO","SUPERIOR COMPLETO"
"220211","PTB","MASCULINO","LÊ E ESCREVE"
"220850","PP","MASCULINO","SUPERIOR COMPLETO"
"220350","PTB","MASCULINO","SUPERIOR COMPLETO"
"220130","PSB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220280","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"172130","PSD","MASCULINO","SUPERIOR COMPLETO"
"171800","PR","MASCULINO","SUPERIOR COMPLETO"
"220320","PSDB","MASCULINO","SUPERIOR COMPLETO"
"220560","PSB","MASCULINO","SUPERIOR COMPLETO"
"220669","PSD","MASCULINO","SUPERIOR COMPLETO"
"220557","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220610","PSD","MASCULINO","LÊ E ESCREVE"
"220855","PMDB","MASCULINO","SUPERIOR COMPLETO"
"220155","PTB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"220205","PP","MASCULINO","SUPERIOR COMPLETO"
"221063","PT","MASCULINO","SUPERIOR COMPLETO"
"220275","PT","FEMININO","SUPERIOR COMPLETO"
"220117","PP","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"220700","PP","MASCULINO","SUPERIOR COMPLETO"
"220300","PP","MASCULINO","SUPERIOR COMPLETO"
"220770","SD","MASCULINO","SUPERIOR COMPLETO"
"220650","PSB","MASCULINO","SUPERIOR COMPLETO"
"220230","PP","MASCULINO","SUPERIOR COMPLETO"
"220695","PT","MASCULINO","SUPERIOR COMPLETO"
"221030","PSB","MASCULINO","SUPERIOR COMPLETO"
"220580","PTC","MASCULINO","ENSINO MÉDIO COMPLETO"
"221040","PSB","MASCULINO","SUPERIOR INCOMPLETO"
"221050","PSDB","MASCULINO","SUPERIOR COMPLETO"
"220335","PSB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"220540","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"220920","PP","MASCULINO","SUPERIOR COMPLETO"
"220460","PT","MASCULINO","SUPERIOR COMPLETO"
"220420","PT","MASCULINO","SUPERIOR COMPLETO"
"220515","PMN","MASCULINO","ENSINO MÉDIO COMPLETO"
"220345","PP","FEMININO","ENSINO MÉDIO COMPLETO"
"220110","PP","MASCULINO","SUPERIOR COMPLETO"
"220027","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"170200","PRB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220760","PPL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"221160","PTB","MASCULINO","SUPERIOR INCOMPLETO"
"220995","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"220470","PT","MASCULINO","SUPERIOR COMPLETO"
"221000","PT","MASCULINO","SUPERIOR COMPLETO"
"220160","PSDB","MASCULINO","SUPERIOR COMPLETO"
"220987","PSB","MASCULINO","SUPERIOR COMPLETO"
"220310","PSB","MASCULINO","SUPERIOR COMPLETO"
"220253","PT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"220208","PRB","MASCULINO","SUPERIOR COMPLETO"
"220830","PSD","MASCULINO","SUPERIOR COMPLETO"
"220720","PSB","MASCULINO","SUPERIOR COMPLETO"
"220285","PSB","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220192","PSD","MASCULINO","SUPERIOR COMPLETO"
"220558","PMDB","MASCULINO","SUPERIOR INCOMPLETO"
"220675","PC do B","MASCULINO","SUPERIOR COMPLETO"
"220779","PP","MASCULINO","ENSINO MÉDIO COMPLETO"
"220150","PP","MASCULINO","SUPERIOR COMPLETO"
"220440","PPL","MASCULINO","SUPERIOR INCOMPLETO"
"221130","PTC","FEMININO","SUPERIOR COMPLETO"
"220535","PV","MASCULINO","ENSINO MÉDIO COMPLETO"
"220530","PR","FEMININO","SUPERIOR COMPLETO"
"220545","PTB","MASCULINO","SUPERIOR COMPLETO"
"170950","PSB","MASCULINO","SUPERIOR COMPLETO"
"221170","PSB","MASCULINO","SUPERIOR COMPLETO"
"220780","PSB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"220010","PP","MASCULINO","SUPERIOR INCOMPLETO"
"220785","PTB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"220465","PMDB","MASCULINO","SUPERIOR COMPLETO"
"220975","PT do B","MASCULINO","SUPERIOR COMPLETO"
"220740","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"221135","PSB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220552","PP","MASCULINO","SUPERIOR COMPLETO"
"220271","PP","FEMININO","SUPERIOR COMPLETO"
"220375","PSD","MASCULINO","SUPERIOR COMPLETO"
"221110","PSD","MASCULINO","SUPERIOR COMPLETO"
"220255","PSD","MASCULINO","SUPERIOR COMPLETO"
"220170","PT","MASCULINO","SUPERIOR COMPLETO"
"220935","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220985","PMDB","FEMININO","SUPERIOR COMPLETO"
"220080","PSB","MASCULINO","SUPERIOR COMPLETO"
"220730","PT","MASCULINO","ENSINO MÉDIO COMPLETO"
"221070","PP","MASCULINO","ENSINO MÉDIO INCOMPLETO"
"220590","PTB","MASCULINO","ENSINO MÉDIO COMPLETO"
"220690","PTC","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"220553","PT","MASCULINO","SUPERIOR COMPLETO"
"220605","PP","MASCULINO","SUPERIOR COMPLETO"
"221140","PC do B","FEMININO","ENSINO MÉDIO COMPLETO"
"221010","PMDB","MASCULINO","SUPERIOR COMPLETO"
"220800","PT","MASCULINO","SUPERIOR COMPLETO"
"220559","PT","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"330050","PSB","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO"
"330515","PV","MASCULINO","ENSINO MÉDIO COMPLETO"
"330480","PR","MASCULINO","ENSINO MÉDIO COMPLETO"
"330415","PTN","FEMININO","SUPERIOR COMPLETO"
"330227","PP","MASCULINO","SUPERIOR COMPLETO"
"330370","PMDB","MASCULINO","SUPERIOR COMPLETO"
"330400","PDT","MASCULINO","SUPERIOR COMPLETO"
"330430","PP","MASCULINO","ENSINO FUNDAMENTAL COMPLETO"
"171240","PSD","FEMININO","SUPERIOR COMPLETO"
"171570","PSD","MASCULINO","ENSINO MÉDIO COMPLETO"
"170625","PPS","MASCULINO","ENSINO MÉDIO COMPLETO"
"330270","PT","MASCULINO","SUPERIOR COMPLETO"
"330023","PMDB","MASCULINO","SUPERIOR COMPLETO"
"330395","PMDB","MASCULINO","SUPERIOR COMPLETO"
"330590","DEM","MASCULINO","SUPERIOR INCOMPLETO"
"330360","PR","FEMININO","SUPERIOR COMPLETO"
"330390","PMDB","MASCULINO","SUPERIOR COMPLETO"
"330280","PP","MASCULINO","SUPERIOR COMPLETO"
"330560","PMDB","MASCULINO","ENSINO MÉDIO COMPLETO"
"240670","PMDB","MASCULINO","SUPERIOR COMPLETO"
